name_en,name_he,is_primary,family_en,atc_code,source,brand_names,source_deck,deck_topic,category_code,notes
Montelukast,מונטלוקסט,False,CysLT1 Antagonists,R03DC03,Slides,Singulair,6,NSAIDs/DMARDs/Migraine,PAIN,CysLT1 antagonist; asthma prophylaxis + allergic rhinitis; once daily; well-tolerated; FDA boxed warning: neuropsychiatric events
Zafirlukast,זפירלוקסט,False,CysLT1 Antagonists,R03DC01,Slides,Accolate,6,NSAIDs/DMARDs/Migraine,PAIN,"CysLT1 antagonist; CYP450 interactions (phenytoin, warfarin, lovastatin)"
Methotrexate,מתוטרקסט,True,Conventional DMARDs,L04AX03,Slides,"Rheumatrex, Trexall",6,NSAIDs/DMARDs/Migraine,PAIN,"Folate antagonist → ↓DNA synthesis; weekly dosing; SE: mucositis, pancytopenia, cirrhosis; leucovorin rescue"
Hydroxychloroquine,הידרוקסיכלורוקין,True,Conventional DMARDs,P01BA02,Slides,Plaquenil,6,NSAIDs/DMARDs/Migraine,PAIN,"Antimalarial; unknown autoimmune mechanism; 6wk-6mo onset; SE: retinopathy, GI, CNS"
Leflunomide,לפלונומיד,True,Conventional DMARDs,L04AA13,Slides,Arava,6,NSAIDs/DMARDs/Migraine,PAIN,"Pyrimidine synthesis inhibitor; targets autoimmune lymphocytes; SE: headache, diarrhea, weight loss"
Sulfasalazine,סולפסאלזין,True,Conventional DMARDs,A07EC01,Slides,Azulfidine,6,NSAIDs/DMARDs/Migraine,PAIN,Unknown mechanism; 1-3 months onset; risk of leukopenia
Adalimumab,אדלימומאב,True,TNF Inhibitors,L04AB04,Slides,Humira,6,NSAIDs/DMARDs/Migraine,PAIN,Anti-TNF mAb; SC; RA + many indications; top-selling biologic
Infliximab,אינפליקסימאב,True,TNF Inhibitors,L04AB02,Slides,Remicade,6,NSAIDs/DMARDs/Migraine,PAIN,"Anti-TNF chimeric mAb; IV infusion; RA, Crohn's, UC"
Etanercept,אטנרצפט,True,TNF Inhibitors,L04AB01,Slides,Enbrel,6,NSAIDs/DMARDs/Migraine,PAIN,TNF receptor fusion protein (not mAb); SC; RA
Certolizumab,צרטוליזומאב,True,TNF Inhibitors,L04AB05,Slides,Cimzia,6,NSAIDs/DMARDs/Migraine,PAIN,PEGylated Fab' fragment; SC; RA
Golimumab,גולימומאב,True,TNF Inhibitors,L04AB06,Slides,Simponi,6,NSAIDs/DMARDs/Migraine,PAIN,Anti-TNF mAb; SC monthly; RA
Abatacept,אבטצפט,True,Other Biologics,L04AA24,Slides,Orencia,6,NSAIDs/DMARDs/Migraine,PAIN,T-cell co-stimulation blocker (CTLA4-Ig); SC/IV; RA
Anakinra,אנקינרה,True,Other Biologics,L04AC03,Slides,Kineret,6,NSAIDs/DMARDs/Migraine,PAIN,IL-1 receptor antagonist; SC daily; RA
Rituximab,ריטוקסימאב,False,Other Biologics,L01FA01,Slides,Rituxan,6,NSAIDs/DMARDs/Migraine,PAIN,Anti-CD20 mAb; B-cell depletion; IV; RA (after TNF failure)
Tocilizumab,טוצילזומאב,True,Other Biologics,L04AC07,Slides,Actemra,6,NSAIDs/DMARDs/Migraine,PAIN,Anti-IL-6R mAb; SC/IV; RA
Tofacitinib,טופציטיניב,False,JAK Inhibitors,L04AF01,Slides,Xeljanz,6,NSAIDs/DMARDs/Migraine,PAIN,"JAK1/3 inhibitor; oral; RA; FDA boxed warning: ↑CV events, malignancy, thrombosis"
Allopurinol,אלופורינול,True,Xanthine Oxidase Inhibitors,M04AA01,Slides,Zyloprim,6,NSAIDs/DMARDs/Migraine,PAIN,"↓Uric acid production; gout prophylaxis; SE: rash, SJS (HLA-B*5801)"
Febuxostat,פבוקסוסטאט,True,Xanthine Oxidase Inhibitors,M04AA03,Slides,Uloric,6,NSAIDs/DMARDs/Migraine,PAIN,Non-purine XO inhibitor; 2009; boxed warning: ↑CV mortality vs allopurinol
Probenecid,פרובנציד,True,Uricosuric Agents,M04AB01,Slides,—,6,NSAIDs/DMARDs/Migraine,PAIN,Blocks URAT1 → ↑uric acid excretion; adequate hydration needed; CI: kidney stones
Colchicine,קולכיצין,True,Colchicine,M04AC01,Slides,Colcrys,6,NSAIDs/DMARDs/Migraine,PAIN,Anti-inflammatory in acute gout; ↓neutrophil migration; narrow TI; GI toxicity; less used today
Pegloticase,פגלוטיקאז,True,Recombinant Uricase,M04AX02,Slides,Krystexxa,6,NSAIDs/DMARDs/Migraine,PAIN,PEGylated uricase; IV q2w; last-line refractory gout; converts urate→allantoin; infusion reactions
Sumatriptan,סומטריפטן,True,Triptans,N02CC01,Slides,"Imitrex, Alsuma",6,NSAIDs/DMARDs/Migraine,PAIN,"Prototype triptan; SC/PO/nasal; CI: CV disease, uncontrolled HTN"
Almotriptan,אלמוטריפטן,True,Triptans,N02CC05,Slides,Axert,6,NSAIDs/DMARDs/Migraine,PAIN,
Eletriptan,אלטריפטן,True,Triptans,N02CC06,Slides,Relpax,6,NSAIDs/DMARDs/Migraine,PAIN,
Frovatriptan,פרובטריפטן,True,Triptans,N02CC07,Slides,Frova,6,NSAIDs/DMARDs/Migraine,PAIN,Long t½; menstrual migraine
Naratriptan,נרטריפטן,True,Triptans,N02CC02,Slides,Amerge,6,NSAIDs/DMARDs/Migraine,PAIN,
Rizatriptan,ריזטריפטן,True,Triptans,N02CC04,Slides,Maxalt,6,NSAIDs/DMARDs/Migraine,PAIN,
Zolmitriptan,זולמיטריפטן,True,Triptans,N02CC03,Slides,Zomig,6,NSAIDs/DMARDs/Migraine,PAIN,Also nasal spray
Dihydroergotamine,דיהידרוארגוטמין,True,Ergot Alkaloids,N02CA01,Slides,"Migranal, DHE-45",6,NSAIDs/DMARDs/Migraine,PAIN,"Vasoconstrictor; prodromal phase; CI: pregnancy, PVD, CAD; nasal/IV/IM"
Erenumab,ארנומאב,True,⭐ CGRP mAbs,N02CD01,ATC,Aimovig,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2018; anti-CGRP receptor mAb; SC monthly; migraine prevention; first-in-class
Fremanezumab,פרמנזומאב,True,⭐ CGRP mAbs,N02CD03,ATC,Ajovy,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2018; anti-CGRP ligand mAb; SC monthly/quarterly; also pediatric (2024)
Galcanezumab,גלקנזומאב,True,⭐ CGRP mAbs,N02CD02,ATC,Emgality,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2018; anti-CGRP ligand mAb; SC monthly; also episodic cluster headache
Eptinezumab,אפטינזומאב,True,⭐ CGRP mAbs,N02CD05,ATC,Vyepti,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2020; anti-CGRP ligand mAb; IV quarterly; rapid onset
Ubrogepant,אוברוג'פנט,True,⭐ Gepants,N02CD (misc),ATC,Ubrelvy,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2019; oral CGRP receptor antagonist; acute migraine; CYP3A4 substrate
Rimegepant,רימג'פנט,True,⭐ Gepants,N02CD (misc),ATC,Nurtec ODT,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2020 acute / 2021 preventive; first dual-use gepant; ODT; every other day for prevention
Atogepant,אטוג'פנט,True,⭐ Gepants,N02CD (misc),ATC,Qulipta,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2021; oral; migraine prevention only; daily dosing
Zavegepant,זבג'פנט,True,⭐ Gepants,N02CD (misc),ATC,Zavzpret,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2023; nasal spray; acute migraine; 3rd-gen gepant
Lasmiditan,לסמידיטן,True,⭐ Ditans,N02CC (misc),ATC,Reyvow,6,NSAIDs/DMARDs/Migraine,PAIN,FDA 2019; 5-HT1F agonist; acute migraine; NO vasoconstriction; Schedule V (CNS effects); safe in CV patients
Baricitinib,בריציטיניב,False,⭐ Newer JAK Inhibitors,L04AF02,ATC,Olumiant,6,NSAIDs/DMARDs/Migraine,PAIN,"FDA 2018; JAK1/JAK2; RA, atopic dermatitis, alopecia areata; oral"
Upadacitinib,אופדציטיניב,False,⭐ Newer JAK Inhibitors,L04AF03,ATC,Rinvoq,6,NSAIDs/DMARDs/Migraine,PAIN,"FDA 2019; selective JAK1; RA, PsA, atopic dermatitis, UC, Crohn's, AS; oral"
Aspirin,,True,COX-1 Inhibitors (antiplatelet),B01AC06,Slides,"אספירין, Micropirin",7,Coagulation,COAG,Also NSAID at higher doses
Clopidogrel,,True,ADP Receptor Antagonists,B01AC04,Slides,"Plavix, Clopidex",7,Coagulation,COAG,Drug of choice; pro-drug; CYP2C19
Ticlopidine,,True,ADP Receptor Antagonists,B01AC05,Slides,,7,Coagulation,COAG,Last resort — agranulocytosis risk
Prasugrel,,True,ADP Receptor Antagonists,B01AC22,Slides,Effient,7,Coagulation,COAG,
Ticagrelor,,True,ADP Receptor Antagonists,B01AC24,Slides,Brilinta,7,Coagulation,COAG,Reversible; CYP3A4 interactions
Cangrelor,,True,ADP Receptor Antagonists,B01AC25,ATC,,7,Coagulation,COAG,IV; approved 2015; NOT in slides
Abciximab,,True,GP IIb/IIIa Antagonists,B01AC13,Slides,,7,Coagulation,COAG,Antibody to GP IIb/IIIa; IV
Tirofiban,,True,GP IIb/IIIa Antagonists,B01AC17,Slides,,7,Coagulation,COAG,Non-peptide; IV
Eptifibatide,,True,GP IIb/IIIa Antagonists,B01AC16,Slides,,7,Coagulation,COAG,Peptide; IV
Dipyridamole,,True,PDE-III Inhibitors (antiplatelet),B01AC07,Slides,,7,Coagulation,COAG,
Cilostazol,,True,PDE-III Inhibitors (antiplatelet),B01AC23,Slides,,7,Coagulation,COAG,
Heparin (UFH),,True,Unfractionated Heparin (UFH),B01AB01,Slides,,7,Coagulation,COAG,t½ 1.5h; antidote: protamine
Enoxaparin,,True,Low Molecular Weight Heparins (LMWH),B01AB05,Slides,Clexane,7,Coagulation,COAG,Most common LMWH
Dalteparin,,True,Low Molecular Weight Heparins (LMWH),B01AB04,Slides,Fragmin,7,Coagulation,COAG,
Tinzaparin,,True,Low Molecular Weight Heparins (LMWH),B01AB10,Slides,,7,Coagulation,COAG,
Hirudin,,True,Direct Thrombin Inhibitors (parenteral),B01AE01,Slides,,7,Coagulation,COAG,Natural; from leech
Bivalirudin,,True,Direct Thrombin Inhibitors (parenteral),B01AE06,Slides,,7,Coagulation,COAG,Recombinant
Desirudin,,True,Direct Thrombin Inhibitors (parenteral),B01AE01,Slides,,7,Coagulation,COAG,Recombinant
Argatroban,,True,Direct Thrombin Inhibitors (parenteral),B01AE03,Slides,,7,Coagulation,COAG,Synthetic DTI
Fondaparinux,,True,Factor Xa Inhibitors (parenteral),B01AX05,Slides,Arixtra,7,Coagulation,COAG,For HIT patients
Warfarin,,True,Vitamin K Antagonists (oral),B01AA03,Slides,Coumadin,7,Coagulation,COAG,Monitor INR 2-3.5; teratogenic
Rivaroxaban,,True,Direct Oral Anticoagulants (DOACs/NOACs),B01AF01,Slides,Xarelto,7,Coagulation,COAG,Factor Xa inhibitor
Apixaban,,True,Direct Oral Anticoagulants (DOACs/NOACs),B01AF02,Slides,Eliquis,7,Coagulation,COAG,Factor Xa inhibitor
Dabigatran,,True,Direct Oral Anticoagulants (DOACs/NOACs),B01AE07,Slides,Pradaxa,7,Coagulation,COAG,Direct thrombin inhibitor; pro-drug
Edoxaban,,True,Direct Oral Anticoagulants (DOACs/NOACs),B01AF03,ATC,Lixiana,7,Coagulation,COAG,Factor Xa inhibitor; approved 2015; NOT in slides
Betrixaban,,True,Direct Oral Anticoagulants (DOACs/NOACs),B01AF04,ATC,,7,Coagulation,COAG,Factor Xa; approved 2017; NOT in slides; withdrawn 2020
Alteplase,,True,Thrombolytics (fibrinolytics),B01AD02,Slides,,7,Coagulation,COAG,Human t-PA; high fibrin specificity
Reteplase,,True,Thrombolytics (fibrinolytics),B01AD07,Slides,,7,Coagulation,COAG,Engineered t-PA
Tenecteplase,,True,Thrombolytics (fibrinolytics),B01AD11,Slides,,7,Coagulation,COAG,Engineered t-PA
Urokinase,,True,Thrombolytics (fibrinolytics),B01AD04,Slides,,7,Coagulation,COAG,
Streptokinase,,True,Thrombolytics (fibrinolytics),B01AD01,Slides,,7,Coagulation,COAG,High antigenicity
Aminocaproic acid,,True,Antifibrinolytics (plasminogen inhibitors),B02AA01,Slides,,7,Coagulation,COAG,
Tranexamic acid,,True,Antifibrinolytics (plasminogen inhibitors),B02AA02,Slides,Hexakapron,7,Coagulation,COAG,
Protamine sulfate,,True,Antidotes for anticoagulants,V03AB14,Slides,,7,Coagulation,COAG,Reverses heparin
Vitamin K1 (phytomenadione),,True,Antidotes for anticoagulants,B02BA01,Slides,,7,Coagulation,COAG,Reverses warfarin
Idarucizumab,,True,Antidotes for anticoagulants,V03AB37,ATC,Praxbind,7,Coagulation,COAG,Reverses dabigatran; approved 2015; NOT in slides
Andexanet alfa,,True,Antidotes for anticoagulants,V03AB38,ATC,Ondexxya,7,Coagulation,COAG,Reverses Xa inhibitors; approved 2018; NOT in slides
Pravastatin,פרבסטטין,True,HLP_F01,C10AA03,,,8,Hyperlipidemia,METAB,הידרופילי; פחות אינטראקציות CYP
Simvastatin,סימבסטטין,True,HLP_F01,C10AA01,,,8,Hyperlipidemia,METAB,פרו-דראג; CYP3A4
Lovastatin,לובסטטין,True,HLP_F01,C10AA02,,,8,Hyperlipidemia,METAB,פרו-דראג; ראשון שאושר
Fluvastatin,פלובסטטין,True,HLP_F01,C10AA04,,,8,Hyperlipidemia,METAB,CYP2C9
Atorvastatin,אטורבסטטין,True,HLP_F01,C10AA05,,,8,Hyperlipidemia,METAB,ארוך טווח; הנפוץ ביותר; CYP3A4
Rosuvastatin,רוזובסטטין,True,HLP_F01,C10AA07,,,8,Hyperlipidemia,METAB,הידרופילי; החזק ביותר; מינימום CYP
Pitavastatin,פיטבסטטין,True,HLP_F01,C10AA08,,,8,Hyperlipidemia,METAB,מינימום CYP; מתאים לשילוב
Cholestyramine,כולסטיראמין,True,HLP_F02,C10AC01,,,8,Hyperlipidemia,METAB,אבקה; טעם לא נעים
Colestipol,קולסטיפול,True,HLP_F02,C10AC02,,,8,Hyperlipidemia,METAB,גרגירים/טבליות
Colesevelam,קולסוולאם,True,HLP_F02,C10AC04,,,8,Hyperlipidemia,METAB,טבליות; נסבלות טוב יותר; גם ל-DM2
Ezetimibe,אזטימיב,True,HLP_F03,C10AX09,,,8,Hyperlipidemia,METAB,עיכוב NPC1L1; לרוב בשילוב סטטין
Gemfibrozil,ג׳מפיברוזיל,True,HLP_F04,C10AB04,,,8,Hyperlipidemia,METAB,סיכון גבוה לרבדומיוליזיס עם סטטינים; CYP2C8
Fenofibrate,פנופיבראט,True,HLP_F04,C10AB05,,,8,Hyperlipidemia,METAB,עדיף לשילוב עם סטטינים; פחות אינטראקציות
Bezafibrate,בזפיבראט,True,HLP_F04,C10AB02,,,8,Hyperlipidemia,METAB,pan-PPAR agonist
Ciprofibrate,ציפרופיבראט,True,HLP_F04,C10AB08,,,8,Hyperlipidemia,METAB,
Niacin (Nicotinic acid),ניאצין (חומצה ניקוטינית),True,HLP_F05,C10AD02,,,8,Hyperlipidemia,METAB,מינון 1.5-3 גר׳/יום; שחרור איטי פחות הסמקה
Acipimox,אציפימוקס,True,HLP_F05,C10AD06,,,8,Hyperlipidemia,METAB,נגזרת ניאצין; פחות הסמקה
Omega-3-acid ethyl esters (EPA+DHA),אסתרים אתיליים של אומגה-3,True,HLP_F06,C10AX06,,,8,Hyperlipidemia,METAB,4 גר׳/יום; Lovaza/Omacor
Evolocumab,אבולוקומאב,True,HLP_F07,C10AX13,,,8,Hyperlipidemia,METAB,Repatha; כל 2 או 4 שבועות
Alirocumab,אלירוקומאב,True,HLP_F07,C10AX14,,,8,Hyperlipidemia,METAB,Praluent; כל 2 שבועות
Inclisiran,אינקליסיראן,True,HLP_F08,C10AX16,,,8,Hyperlipidemia,METAB,Leqvio; 2 זריקות/שנה לאחר מנות טעינה
Bempedoic acid,חומצה במפדואית,True,HLP_F09,C10AX15,,,8,Hyperlipidemia,METAB,Nexletol; prodrug פעיל בכבד בלבד; שילוב קבוע עם ezetimibe (Nexlizet)
Icosapent ethyl,איקוספנט אתיל,True,HLP_F10,C10AX14,,,8,Hyperlipidemia,METAB,Vascepa; EPA מטוהר; REDUCE-IT trial
Evinacumab,אבינקומאב,True,HLP_F11,C10AX,,,8,Hyperlipidemia,METAB,Evkeeza; HoFH בלבד
Levodopa,לבודופה,True,CNS_F01,N04BA01,,,9,Parkinson/Alzheimer/ALS,CNS,מבשר דופמין; ניתן תמיד עם DDC-I
Carbidopa,קרבידופה,True,CNS_F01,N04BA02,,,9,Parkinson/Alzheimer/ALS,CNS,DDC-I; לא עובר BBB; שילוב קבוע Sinemet
Benserazide,בנסראזיד,True,CNS_F01,N04BA02,,,9,Parkinson/Alzheimer/ALS,CNS,DDC-I; שילוב קבוע Madopar
Tolcapone,טולקפון,True,CNS_F02,N04BX01,,,9,Parkinson/Alzheimer/ALS,CNS,"פעיל גם במע""מ; רעילות כבדית — ניטור"
Entacapone,אנטקפון,True,CNS_F02,N04BX02,,,9,Parkinson/Alzheimer/ALS,CNS,פריפרי בלבד; בטוח יותר; שילוב קבוע Stalevo (levodopa+carbidopa+entacapone)
Opicapone,אופיקפון,True,CNS_F02,N04BX04,,,9,Parkinson/Alzheimer/ALS,CNS,דור שלישי; מתן פעם ביום; אין רעילות כבד
Selegiline (Deprenyl),סלגילין (דפרניל),True,CNS_F03,N04BD01,,,9,Parkinson/Alzheimer/ALS,CNS,מטבוליט אמפטמיני → אינסומניה; עם או בלי L-Dopa
Rasagiline,רסגילין,True,CNS_F03,N04BD02,,,9,Parkinson/Alzheimer/ALS,CNS,אין מטבוליט אמפטמיני; סלקטיבי; פעם ביום
Safinamide,ספינאמיד,True,CNS_F10,N04BD03,,,9,Parkinson/Alzheimer/ALS,CNS,dual mechanism: MAO-B + חסימת Na⁺/Ca²⁺ channels; adjunct ל-L-Dopa
Bromocriptine,ברומוקריפטין,True,CNS_F04,N04BC01,,,9,Parkinson/Alzheimer/ALS,CNS,אגוניסט כל רצפטורי D; ארגוט; גם להיפרפרולקטינמיה
Rotigotine,רוטיגוטין,True,CNS_F04,N04BC09,,,9,Parkinson/Alzheimer/ALS,CNS,מדבקה טרנס-דרמלית; D1-D5 + 5-HT
Ropinirole,רופינירול,True,CNS_F04,N04BC04,,,9,Parkinson/Alzheimer/ALS,CNS,D2/D3 סלקטיבי; לא ארגוט
Pramipexole,פרמיפקסול,True,CNS_F04,N04BC05,,,9,Parkinson/Alzheimer/ALS,CNS,D2/D3 סלקטיבי; לא ארגוט; גם ל-RLS
Apomorphine,אפומורפין,True,CNS_F04,N04BC07,,,9,Parkinson/Alzheimer/ALS,CNS,זריקה תת-עורית; הצלה ב-Off episodes; מעורר הקאה חזק
Amantadine,אמנטדין,True,CNS_F05,N04BB01,,,9,Parkinson/Alzheimer/ALS,CNS,מגביר שחרור DA + ↓reuptake + anti-NMDA + anti-mAChR; tolerance
Benztropine,בנזטרופין,True,CNS_F06,N04AC01,,,9,Parkinson/Alzheimer/ALS,CNS,חסימה מוסקרינית + ↓reuptake DA
Trihexyphenidyl,טריהקסיפנידיל,True,CNS_F06,N04AA01,,,9,Parkinson/Alzheimer/ALS,CNS,אנטיכולינרגי קלאסי לפרקינסון
Procyclidine,פרוציקלידין,True,CNS_F06,N04AA04,,,9,Parkinson/Alzheimer/ALS,CNS,
Donepezil,דונפזיל,True,CNS_F07,N06DA02,,,9,Parkinson/Alzheimer/ALS,CNS,הנפוץ ביותר; סלקטיבי ל-AChE; מתן פעם ביום
Galantamine,גלנטמין,True,CNS_F07,N06DA04,,,9,Parkinson/Alzheimer/ALS,CNS,מעכב AChE + מאפנן אלוסטרי חיובי לרצפטור ניקוטיני
Rivastigmine,ריבסטיגמין,True,CNS_F07,N06DA03,,,9,Parkinson/Alzheimer/ALS,CNS,מעכב AChE + BuChE; מדבקה טרנס-דרמלית זמינה
Memantine,ממנטין,True,CNS_F08,N06DX01,,,9,Parkinson/Alzheimer/ALS,CNS,אנטגוניסט NMDA; למחלה בינונית-קשה; שילוב עם AChE-I
Riluzole,רילוזול,True,CNS_F09,N07XX02,,,9,Parkinson/Alzheimer/ALS,CNS,anti-NMDA + ↓glutamate release + Na⁺ channel block; משפר שרידות
Istradefylline,איסטראדפילין,True,CNS_F11,N04CX01,,,9,Parkinson/Alzheimer/ALS,CNS,אנטגוניסט A2A; adjunct ל-L-Dopa; Nourianz
Pimavanserin,פימבנסרין,False,CNS_F12,N05AX17,,,9,Parkinson/Alzheimer/ALS,CNS,Nuplazid; אגוניסט הפוך 5-HT2A; לפסיכוזה בפרקינסון; אינו חוסם D2
Lecanemab,לקנמאב,True,CNS_F13,N06DX,,,9,Parkinson/Alzheimer/ALS,CNS,Leqembi; anti-Aβ protofibril mAb; IV כל שבועיים; ARIA risk
Donanemab,דוננמאב,True,CNS_F13,N06DX,,,9,Parkinson/Alzheimer/ALS,CNS,Kisunla; anti-Aβ plaque (pyroglutamate); IV כל 4 שבועות; ניתן להפסיק לאחר פינוי
Edaravone,אדרבון,True,CNS_F14,N07XX04,,,9,Parkinson/Alzheimer/ALS,CNS,נוגד חמצון (free radical scavenger); IV או PO; ל-ALS
Tofersen,טופרסן,True,CNS_F14,N07XX,,,9,Parkinson/Alzheimer/ALS,CNS,ASO (antisense oligonucleotide) נגד SOD1 mRNA; intrathhecal; ל-SOD1 ALS בלבד
Oxazepam,אוקסאזפם,True,ANX_F01,N05BA04,,,10,Anxiolytics/Hypnotics,CNS,קצר; glucuronidation ישירה — בטוח בכבד
Triazolam,טריאזולם,True,ANX_F01,N05CD05,,,10,Anxiolytics/Hypnotics,CNS,קצר; היפנוטי; rebound insomnia
Alprazolam,אלפרזולם,True,ANX_F01,N05BA12,,,10,Anxiolytics/Hypnotics,CNS,Xanax; panic disorder; גמילה קשה
Lorazepam,לוראזפם,True,ANX_F01,N05BA06,,,10,Anxiolytics/Hypnotics,CNS,Ativan; glucuronidation ישירה — בטוח בכבד; IV/PO
Temazepam,טמאזפם,True,ANX_F01,N05CD07,,,10,Anxiolytics/Hypnotics,CNS,Restoril; היפנוטי; glucuronidation ישירה
Estazolam,אסטזולם,True,ANX_F01,N05CD04,,,10,Anxiolytics/Hypnotics,CNS,היפנוטי
Diazepam,דיאזפם,True,ANX_F01,N05BA01,,,10,Anxiolytics/Hypnotics,CNS,"Valium; ספסטיות, עוויתות, גמילת אלכוהול; מטבוליטים פעילים"
Chlordiazepoxide,כלורדיאזפוקסיד,True,ANX_F01,N05BA02,,,10,Anxiolytics/Hypnotics,CNS,Librium; גמילת אלכוהול
Clonazepam,קלונאזפם,True,ANX_F01,N03AE01,,,10,Anxiolytics/Hypnotics,CNS,Klonopin; אנטיקונבולסנט + חרדה; אפילפסיה
Clorazepate,קלוראזפאט,True,ANX_F01,N05BA05,,,10,Anxiolytics/Hypnotics,CNS,Tranxene; prodrug
Flurazepam,פלוראזפם,True,ANX_F01,N05CD01,,,10,Anxiolytics/Hypnotics,CNS,Dalmane; היפנוטי; מטבוליטים פעילים ארוכי טווח
Quazepam,קוואזפם,True,ANX_F01,N05CD10,,,10,Anxiolytics/Hypnotics,CNS,היפנוטי ארוך
Midazolam,מידאזולם,True,ANX_F01,N05CD08,,,10,Anxiolytics/Hypnotics,CNS,Versed; IV; פרה-אנסתזיה; קצר פעולה
Flumazenil,פלומזניל,True,ANX_F02,V03AB25,,,10,Anxiolytics/Hypnotics,CNS,Romazicon; IV; מנת יתר BZ; t½ קצר — ייתכן שידרש מתן חוזר
Phenobarbital,פנוברביטל,True,ANX_F03,N03AA02,,,10,Anxiolytics/Hypnotics,CNS,Luminal; אנטיקונבולסנט; ארוך טווח; CYP inducer
Pentobarbital,פנטוברביטל,True,ANX_F03,N05CA01,,,10,Anxiolytics/Hypnotics,CNS,Nembutal
Secobarbital,סקוברביטל,True,ANX_F03,N05CA06,,,10,Anxiolytics/Hypnotics,CNS,Seconal
Amobarbital,אמוברביטל,True,ANX_F03,N05CA02,,,10,Anxiolytics/Hypnotics,CNS,Amytal
Thiopental,תיופנטל,True,ANX_F03,N01AF03,,,10,Anxiolytics/Hypnotics,CNS,Pentothal; IV אנסתזיה; ultra-short
Zolpidem,זולפידם,True,ANX_F04,N05CF02,,,10,Anxiolytics/Hypnotics,CNS,"Ambien; onset 30 min, duration 5h; α1 selective"
Zaleplon,זאלפלון,True,ANX_F04,N05CF03,,,10,Anxiolytics/Hypnotics,CNS,"Sonata; onset 30 min, duration 3h; הקצר ביותר"
Eszopiclone,אסזופיקלון,True,ANX_F04,N05CF04,,,10,Anxiolytics/Hypnotics,CNS,"Lunesta; onset 20 min, duration 7h; יעיל עד 6 חודשים"
Ramelteon,רמלטאון,True,ANX_F05,N05CH02,,,10,Anxiolytics/Hypnotics,CNS,"Rozerem; MT1/MT2; onset 30 min, 7h; ללא התמכרות; טיפול כרוני"
Buspirone,בוספירון,True,ANX_F06,N05BE01,,,10,Anxiolytics/Hypnotics,CNS,BuSpar; 5-HT1A partial agonist; התחלה איטית; GAD כרוני; אין סדציה
Diphenhydramine,דיפנהידרמין,False,ANX_F07,R06AA02,,,10,Anxiolytics/Hypnotics,CNS,"Benadryl; OTC sleep aid; ת""ל אנטיכולינרגיות"
Hydroxyzine,הידרוקסיזין,False,ANX_F07,N05BB01,,,10,Anxiolytics/Hypnotics,CNS,Atarax; חרדה + אינסומניה; גם אנטיהיסטמין
Doxepin (low-dose),דוקספין (מינון נמוך),True,ANX_F07,N05CM18,,,10,Anxiolytics/Hypnotics,CNS,Silenor; 3-6mg; H1 antagonist במינון נמוך; TCA במינון גבוה
Propranolol,פרופרנולול,False,ANX_F08,C07AA05,,,10,Anxiolytics/Hypnotics,CNS,חסם β לא-סלקטיבי; performance anxiety; חפיפה דק 04
Suvorexant,סוברקסנט,True,ANX_F09,N05CX02,,,10,Anxiolytics/Hypnotics,CNS,Belsomra; DORA; אינסומניה; ישנוניות למחרת
Lemborexant,למבורקסנט,True,ANX_F09,N05CX03,,,10,Anxiolytics/Hypnotics,CNS,Dayvigo; DORA; onset מהיר יותר
Daridorexant,דרידורקסנט,True,ANX_F09,N05CX,,,10,Anxiolytics/Hypnotics,CNS,Quviviq; DORA חדש; פחות ישנוניות למחרת
Citalopram,,True,SSRIs,N06AB04,Slides,Celexa,11,Antidepressants,CNS,
Escitalopram,,True,SSRIs,N06AB10,Slides,"Lexapro, Cipralex",11,Antidepressants,CNS,S-enantiomer of citalopram
Fluoxetine,,True,SSRIs,N06AB03,Slides,Prozac,11,Antidepressants,CNS,Long t½; first widely used SSRI
Fluvoxamine,,True,SSRIs,N06AB08,Slides,"Luvox, Faverin",11,Antidepressants,CNS,Mainly for OCD
Paroxetine,,True,SSRIs,N06AB05,Slides,"Paxil, Seroxat",11,Antidepressants,CNS,"Short t½, higher withdrawal risk"
Sertraline,,True,SSRIs,N06AB06,Slides,Zoloft,11,Antidepressants,CNS,
Desvenlafaxine,,True,SNRIs,N06AX23,Slides,Pristiq,11,Antidepressants,CNS,Active metabolite of venlafaxine
Duloxetine,,True,SNRIs,N06AX21,Slides,Cymbalta,11,Antidepressants,CNS,"Also for neuropathic pain, fibromyalgia"
Levomilnacipran,,True,SNRIs,N06AX,Slides,Fetzima,11,Antidepressants,CNS,L-enantiomer of milnacipran; approved 2013
Venlafaxine,,True,SNRIs,N06AX16,Slides,Effexor,11,Antidepressants,CNS,
Milnacipran,,True,SNRIs,N06AX17,ATC,"Savella, Ixel",11,Antidepressants,CNS,Primarily for fibromyalgia (US); depression (EU)
Amitriptyline,,True,TCAs,N06AA09,Slides,Elavil,11,Antidepressants,CNS,"Also used for neuropathic pain, migraine prophylaxis"
